create_date,price,text,phone_model,factory_price,maker,price_index
2016-10-24  9 58 00 AM,270000.0,"갤럭시 노트4 팝니다      
	                            직접거래
	                         세컨폰으로 썼구요    노트7으로 갈아타려다가   삼성사태때문에 삼성 정내미가 떨어져서 처분합니다 외관이나 상태는 s급입니다  실사용 3개월미만입니다  확정기변 가능하고 정상해지했습니다 가격 27만이고 안전거래택배다 가능합니다 자세한 사항은 61로 연락주세요  댓글 안봐요 ",galaxy note4 32gb,988900,samsung,103.05
2017-03-22  10 21 00 AM,270000.0,갤럭시 노트5 블랙사파이어 32g 판매합니다 갤럭시 노트5 블랙사파이어 32g 판매합니다 ,galaxy note5 32gb,899800,samsung,95.96
2016-10-27  5 37 00 PM,270000.0,갤럭시s6 32g 골드 상태굿 싸게팜 27만 갤럭시s6 갤럭시s6 32g 골드 엘지유플러스입니다 상태는 사진그대로 깨끗합니다구성품은 기기 배터리 충전기 필름 케이스 입니다 가격은 27만입니다 유심만 꼽아서 사용하시면 됩니다통신사 3사 전부 사용가능합니다 직거래및택배거래합니다 직거래는 인천 계양구 작전동입니다45,galaxy s6 32gb,854000,samsung,103.05
2016-10-12  5 14 00 PM,270000.0,갤럭시s6 골드 32g 정상해지폰팝니다  정상해지폰팝니다  갤럭시s6 골드 정상해지폰팝니다 상태는 찍힘있습니다 기계 단품이랑 삼성이어폰 미사용제품만 있습니다 충전기없습니다 직거래지역은 서울시중랑구남양주시별내입니다 희망가격은 27입니다  자세하신 사진이나 궁금하신건 으로연락주세요~~,galaxy s6 32gb,854000,samsung,103.05
2017-03-19  2 25 00 PM,270000.0,"갤럭시s6 골드색상 판매합니다  갤럭시s6 기종 갤럭시s6색상  골드통신사  sk 3사 유심기변 가능합니다 기능  이상없음액정  이상없음용량  32기가외관  생활기스 한두군데 있습니다  사진 참고해주세요~구성품  방탄필름,투명 케이스가격  27만원직거래  목포 그외 택배거래 유니크로 안전거래 가능합니다 s6기종 노트5 노트4 기종 많이 있습니다~구매하시는 모든 제품들은 기능검수가 끝난 안전한 제품입니다 구매후 7일이내에 고객기능상 문제가 있으면 교환 환불 가능합니까 걱정하지마시고 문의주세요~목포 분들은 매장에 오셔서 직접 확인하셔도 되구요다른 기종들 많이 있으니까 문의 주세요~연락처   공1공 8구사7 3사33 카톡 아이디  howufeel",galaxy note4 32gb,899800,samsung,95.96
2017-03-17  2 27 00 PM,270000.0,"갤럭시s6 골드색상 판매합니다  갤럭시s6 기종 갤럭시s6색상  골드통신사  sk 3사 유심기변 가능합니다 기능  이상없음액정  이상없음용량  32기가외관  생활기스 한두군데 있습니다  사진 참고해주세요~구성품  방탄필름,투명 케이스가격  27만원직거래  목포 그외 택배거래 유니크로 안전거래 가능합니다 s6기종 노트5 노트4 기종 많이 있습니다~구매하시는 모든 제품들은 기능검수가 끝난 안전한 제품입니다 구매후 7일이내에 고객기능상 문제가 있으면 교환 환불 가능합니까 걱정하지마시고 문의주세요~목포 분들은 매장에 오셔서 직접 확인하셔도 되구요다른 기종들 많이 있으니까 문의 주세요~연락처   공1공 8구사7 3사33 카톡 아이디  howufeel",galaxy note4 32gb,899800,samsung,95.96
2017-03-18  2 29 00 PM,270000.0,"갤럭시s6 골드색상 판매합니다  갤럭시s6 기종 갤럭시s6색상  골드통신사  sk 3사 유심기변 가능합니다 기능  이상없음액정  이상없음용량  32기가외관  생활기스 한두군데 있습니다  사진 참고해주세요~구성품  방탄필름,투명 케이스가격  27만원직거래  목포 그외 택배거래 유니크로 안전거래 가능합니다 s6기종 노트5 노트4 기종 많이 있습니다~구매하시는 모든 제품들은 기능검수가 끝난 안전한 제품입니다 구매후 7일이내에 고객기능상 문제가 있으면 교환 환불 가능합니까 걱정하지마시고 문의주세요~목포 분들은 매장에 오셔서 직접 확인하셔도 되구요다른 기종들 많이 있으니까 문의 주세요~연락처   공1공 8구사7 3사33 카톡 아이디  howufeel",galaxy note4 32gb,899800,samsung,95.96
2017-03-20  9 34 00 PM,270000.0,노트5 골드 a급판매합니다 직접거래 노트5골드32g a급단품 정상해지 공기계20%선택약정가능 합니다연락처26지역  안산 한대앞역 직거래 합니다 가격 27원 펜이안나와요 수리해서 쓰실분lg기계이며 3사 호환 가능상태 전체적으로 양호 a급입니다전화 문자주세요택배도가능합니다,galaxy note5 32gb,899800,samsung,95.96
2017-03-21  1 00 00 PM,270000.0,노트5 골드 a급판매합니다 직접거래 노트5골드32g a급단품 정상해지 공기계20%선택약정가능 합니다연락처26지역  안산 한대앞역 직거래 합니다 가격 27원 펜이안나와요 수리해서 쓰실분lg기계이며 3사 호환 가능상태 전체적으로 양호 a급입니다전화 문자주세요택배도가능합니다,galaxy note5 32gb,899800,samsung,95.96
2016-10-20  1 14 00 PM,270000.0,"아이폰 16g 스페이스 그레이 상태 좋아요 빠르게 팝니다~~~~~~~~ 
					 아이폰6 16기가 팝니다사진에서 보이시는거와같이 큰 찍힘은 없구요액정도 강화유리보호 필름 붙여서 깨끗합니다액정보호 필름이 깨진거라 상관없습니다와이파이가 연결은 좀 불량인데 와이파이 사용하는데에는 큰이상없습니다정상해지 폰이구요96 연락주세요ㅎㅎ아이폰 정품 이어폰, 충전기,케이스 1종 모두 드립니다빠르게 판매 합니다~",iphone 6 16gb,789800,apple,103.05
2016-10-19  9 19 00 PM,270000.0,"아이폰 16기가 스그  빠르게 팔아봅니다보러오세요 
					 아이폰6 16기가 팝니다사진에서 보이시는거와같이 큰 찍힘은 없구요액정도 강화유리보호 필름 붙여서 깨끗합니다액정보호 필름이 깨진거라 상관없습니다와이파이가 연결은 좀 불량인데 와이파이 사용하는데에는 큰이상없습니다정상해지 폰이구요 이육구육 연락주세요ㅎㅎ아이폰 정품 이어폰, 충전기,케리스 1종 모두 드립니다빠르게 판매 합니다~",iphone 6 16gb,789800,apple,103.05
2016-10-19  9 10 00 PM,270000.0,"아이폰 16기가 스그  빠르게 팔아봅니다보러오세요 
					 아이폰6 16기가 팝니다사진에서 보이시는거와같이 큰 찍힘은 없구요액정도 강화유리보호 필름 붙여서 깨끗합니다액정보호 필름이 깨진거라 상관없습니다와이파이가 연결은 좀 불량인데 와이파이 사용하는데에는 큰이상없습니다정상해지 폰이구요 이육구육 연락주세요ㅎㅎ아이폰 정품 이어폰, 충전기,케리스 1종 모두 드립니다빠르게 판매 합니다~",iphone 6 16gb,789800,apple,103.05
2016-10-24  4 48 00 PM,270000.0,"아이폰 6 + 플러스 16기가 골드 팝니다 
					 아이폰 6 플러스 16기가 골드 팝니다 기기명   아이폰 6 + 플러스 용량   16gb색상   골드판매가격   270,000원이미 네고 한 가격입니다  너무 낮은 가격으로 무례하게 먼저 얼마에 해주세요 하고 네고요청 하지마세요;; 당황스럽습니다  서울시 양천구 남부법원 근처 직거래 가능합니다 원하시면 안전거래로 변경하는것도 가능합니다  수수료 및 배송료 구매자 부담  문자 먼저 주세요  근무중이라 바로 전화를 못받습니다  기기변경으로 인한 정상 해지 폰입니다    기계만 있습니다  충전기나 이어폰 등은 없습니다 ",iphone 6 16gb,789800,apple,103.05
2017-03-17  3 29 00 PM,270000.0,아이폰 6 골드 64기가 27만원에 팔아요~ 골드 상단에 살짝 찍힌 자국 있고 그외 사진과 같은 잔기스 있어요~나머지 기능은 다 정상적입니다 리퍼나 사설수리 받은적 없습니다 정상해지폰이라 유심 꽂고 바로 사용가능합니다~충전기는 없고 박스 이어팟새것  있습니다 강남역 양재역 매봉역 직거래원해요만나서 상태 확인하시고 구매하세요~거래후에 환불불가합니다 연락주세요 38,iphone 6 64gb,924000,apple,95.96
2016-10-15  10 24 00 PM,270000.0,"아이폰 6 스그 16g 판매 합니다  팔아요 보러 오세용~~~~~~~ 
					 사진 보이는거와 같이 액정 보호필름이 금간거라 상관없습니다 ㅎㅎ맨날 케이스 끼고 다녀서 뒷면도 아주 깨끗합니다아이폰6 16기가 팝니다사진에서 보이시는거와같이 큰 찍힘은 없구요액정도 강화유리보호 필름 붙여서 깨끝합니다액정보호 필름이 깨진거라 상관없습니다와이파이가 연결은 좀 불량인데 와이파이 사용하는데에는 큰이상없습니다정상해지 폰이구요96 연락주세요ㅎㅎ아이폰 정품 이어폰, 충전기,케리스 1종모두 드립니다빠르게 판매 합니다~",iphone 6 16gb,789800,apple,103.05
2016-02-03  9 45 00 AM,270000.0,"아이폰5s 골드 16기가 풀박스  리퍼7개월남음  27만원 - 판매완료 
	                            직접거래
	                         중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명아이폰 5s 골드 16기가 입니다  헬로 모바일 개통폰으로 16년8월까지로 리퍼기간 7개월 남았습니다  구입했을때 구성 그대로 풀박스 입니다  같이 받은 사은품 전부 챙겨드릴게요 항상 케이스 낀채로 사용했고, 액정필름도 뗀적 아예 없습니다   후면도 마찬가지입니다  직거래 구리,회기에서 가능합니다  빠른거래 원합니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",iphone 5s 16gb,814000,apple,94.9
2016-02-05  6 34 00 AM,270000.0,"아이폰5s 팝니다  실버 중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명아이폰5s 팝니다  실버구요 16g 입니다 사용한지는 6~7개월밖에 안됐구요 상태 s~a 급정도 됩니다 생활기스 거의 없구요  정말깨끗합니다 부속품은 없습니다  핸드폰 기기만 판매 하고 있습니다 통신사는 기타통신사 kt 별정통신사 입니다   별정통신사 아시는분만 연락주시길    270,000원이라고 올렸는데, 에눌 흥정  가능합니다 지역은 서울,경기도권 입니다  직거래 많은 관심부탁드립니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",iphone 5s 16gb,814000,apple,94.9
2016-02-05  6 36 00 AM,270000.0,"아이폰5s 팝니다  실버 중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명아이폰5s 팝니다  실버구요 16g 입니다 사용한지는 6~7개월밖에 안됐구요 상태 s급~a 급정도 됩니다 생활기스 거의 없구요  정말깨끗합니다 부속품은 없습니다  핸드폰 기기만 판매 하고 있습니다 통신사는 기타통신사 kt 별정통신사 입니다   별정통신사 아시는분만 연락주시길    270,000원이라고 올렸는데, 에눌 흥정  가능합니다 지역은 서울,경기도권 입니다  직거래 많은 관심부탁드립니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",iphone 5s 16gb,814000,apple,94.9
2016-02-05  6 36 00 AM,270000.0,"아이폰5s 팝니다  실버 중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명아이폰5s 팝니다  실버구요 16g 입니다 사용한지는 6~7개월밖에 안됐구요 상태 s급~a 급정도 됩니다 생활기스 거의 없구요  정말깨끗합니다 부속품은 없습니다  핸드폰 기기만 판매 하고 있습니다 통신사는 기타통신사 kt 별정통신사 입니다   별정통신사 아시는분만 연락주시길    270,000원이라고 올렸는데, 에눌 흥정  가능합니다 지역은 서울,경기도권 입니다  직거래 많은 관심부탁드립니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",iphone 5s 16gb,814000,apple,94.9
2016-02-05  6 37 00 AM,270000.0,"아이폰5s 팝니다  실버 중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명아이폰5s 팝니다  실버구요 16g 입니다 사용한지는 6~7개월밖에 안됐구요 상태 s급~a 급정도 됩니다 생활기스 거의 없구요  정말깨끗합니다 부속품은 없습니다  핸드폰 기기만 판매 하고 있습니다 통신사는 기타통신사 kt 별정통신사 입니다   별정통신사 아시는분만 연락주시길    270,000원이라고 올렸는데, 에눌 흥정  가능합니다 지역은 서울,경기도권 입니다  직거래 많은 관심부탁드립니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",iphone 5s 16gb,814000,apple,94.9
2016-02-05  6 37 00 AM,270000.0,"아이폰5s 팝니다  실버 중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명아이폰5s 팝니다  실버구요 16g 입니다 사용한지는 6~7개월밖에 안됐구요 상태 s급~a 급정도 됩니다 생활기스 거의 없구요  정말깨끗합니다 부속품은 없습니다  핸드폰 기기만 판매 하고 있습니다 통신사는 기타통신사 kt 별정통신사 입니다   별정통신사 아시는분만 연락주시길    270,000원이라고 올렸는데, 에눌 흥정  가능합니다 지역은 서울,경기도권 입니다  직거래 많은 관심부탁드립니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",iphone 5s 16gb,814000,apple,94.9
2016-02-05  6 38 00 AM,270000.0,"아이폰5s 팝니다  실버 중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명아이폰5s 팝니다  실버구요 16g 입니다 사용한지는 6~7개월밖에 안됐구요 상태 s급~a 급정도 됩니다 생활기스 거의 없구요  정말깨끗합니다 부속품은 없습니다  핸드폰 기기만 판매 하고 있습니다 통신사는 기타통신사 kt 별정통신사 입니다   별정통신사 아시는분만 연락주시길    270,000원이라고 올렸는데, 에눌 흥정  가능합니다 지역은 서울,경기도권 입니다  직거래 많은 관심부탁드립니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",iphone 5s 16gb,814000,apple,94.9
2016-10-25  3 36 00 PM,270000.0,"아이폰6 16g 골드 s급판매합니다  아이폰6 16기가 골드 s급 아이폰6 16기가 골드판매합니다 사진에서 보시다시피 외관 깨끗합니다 액정, 터치, 홈버튼 아무이상없습니다 새이어폰, 중고 충전잭,포함 풀박스로 드립니다 충북청주및 오창 직거래가능합니다 기타문의사항은 로 연락주세요",iphone 6 16gb,789800,apple,103.05
2016-10-26  11 56 00 PM,270000.0,"아이폰6 16g 골드 s급판매합니다  아이폰6 16기가 골드 s급 아이폰6 16기가 골드판매합니다 사진에서 보시다시피 외관 깨끗합니다 액정, 터치, 홈버튼 아무이상없습니다 새이어폰, 중고 충전잭,포함 풀박스로 드립니다 충북청주및 오창 직거래가능합니다 기타문의사항은 로 연락주세요",iphone 6 16gb,789800,apple,103.05
2016-10-24  8 37 00 AM,270000.0,아이폰6 16gb 실버 27만원 외관 깨끗하고 수리맡긴곳 없음  아이폰6 16gb 실버 색상이구요  이어팟은 따로 없고 박스있고 충전기정품x  드립니다  상태좋고 sk 정상해지 제품이며  2015년 3월 20일 개통 했습니다  쿨매시 조금의 네고는 가능합니다  택배거래 가능하고 직거래시 청량리역에서 가능합니다  연락주세요 ,iphone 6 16gb,789800,apple,103.05
2016-10-24  8 08 00 PM,270000.0,아이폰6 골드 16gb a급 택포 27만원에날립니다  아이폰6 g5변경해서 팝니다 선택약정가능합니다아이폰6골드 16gb 입니다 육공,iphone 6 16gb,789800,apple,103.05
2016-10-27  10 46 00 PM,270000.0,"아이폰6 블랙 16g 팝니다 
	                            직접거래
	                         아이폰6 블랙 16g 팝니다지문인식, 카메라 등 모든 기능 정상이고외관은 기스나 찍힘 같은거 없이 완전 a급입니다강화유리 부착상태입니다미사용 이어폰과 함께 박스로 드립니다 충전기 없음 가격은 27만원이구요 직거래만 하겠습니다 수유역, 월계역, 태릉입구역 등에서 가능합니다집으로 와주셔도 됩니다",iphone 6 16gb,789800,apple,103.05
2016-10-16  12 13 00 AM,270000.0,"아이폰6 스그 16기가 판매합니다많이 보러오세용  
					 아이폰6 16기가 팝니다사진에서 보이시는거와같이 큰 찍힘은 없구요액정도 강화유리보호 필름 붙여서 깨끝합니다액정보호 필름이 깨진거라 상관없습니다와이파이가 연결은 좀 불량인데 와이파이 사용하는데에는 큰이상없습니다정상해지 폰이구요96 연락주세요ㅎㅎ아이폰 정품 이어폰, 충전기,케이스 1종모두 드립니다빠르게 판매 합니다~",iphone 6 16gb,789800,apple,103.05
2016-09-19  5 15 00 PM,270000.0,"아이폰6 스페이스 그레이 128g 언락폰 호주판 27만 
					 호주판 아이폰 6입니다 128g 스페이스그레이호주판이라서 카메라 무음가능함액정을 지금 4번째 깨트려서 그냥 싼폰 쓸려고 내놓습니다 2015년 초에 구매해서 리퍼기간은 지났고액정수리 지난번3번모두 사설 수리 업체에서 받았습니다이번에 액정깨지고는 손에 박히거나 하지는 않길래수리하러가기 귀찮아서 안가고 그냥 몇달 썼습니다 찍힘 있구요 이어폰은 한쪽이 안들려서 가지고 있지 않습니다 호주판이라서 11자 충전기 사용해야하고 우리나라에서 충전가능한어답터 같이 드립니다 지금은 새폰 사용중이라서 초기화 해두고정상공기계 상태입니다제가 액정수리 8~9만원에 했었기때문에액정수리해서 쓰시는 가격 감안 하여 27만에 내놓습니다 연락처 0 10- 4칠25- 745칠전화는 받지 못할때가 많으니 문자로 주시고직거래는 1호선 신이문역이나 7호선 중화역 가능원하시면 뽁뽁이 잘 싸서 택배도 가능합니다 ",iphone 6 128gb,1056000,apple,103.05
2016-10-18  3 07 00 PM,270000.0,"아이폰6 실버 16g 팝니다, 27만원 아이폰6 실버 16g 팝니다, 27만원 아이폰6 실버 16g 입니다 실사용 1년 6개월 사용했습니다 오전 9 ~ 6시까지는 서울 2호선 구의역저녁시간은 분당 정자동 입니다 구성품은 사진에서 보는것과 같습니다 미세하게 한곳 찍힘 하나 있구요 그외에는 아주 깨끗합니다 필름도 얼마전에 붙여서 이상없습니다 ",iphone 6 16gb,789800,apple,103.05
2016-10-24  12 10 00 PM,270000.0,"아이폰6 실버 16기가 s급 27만원에 팝니다 아이폰 실버 16 기가 s급 중고나라 월 100회 글쓰기 제한으로 원래닉네임fj6681h 입니다 더많은 핸드폰과 거래내역있으니 확인하시면감사하겠습니다 안녕하세요 부업으로 핸드폰사서 용돈 벌어볼려고 했으나 ,잘안팔려서 샀던가격에 다시팝니다절대 업자가 아니며 업자는 이가격에 팔지않습니다 개인입니다 글 끝까지 꼭 읽어보시고 문자주세요 부탁드립니다 댓글 쪽지는 잘 확인못하니 꼭 문자주세요하루에 문자 수십개씩 오는데 제가 햇갈릴수 있으니 꼭 문자주실때는 제품명 기가 색상 통신사 가격 같이 보내주세요 상담이빠릅니다상담방법   문자로 제품 있는지 먼저 확인하시고 있다고하면 전화주시면 빠른상담 사진이 더보고싶으신분들은 제번호 저장후 카톡주시면 사진보내드립니다 문자로는 2장뿐이안갑니다 다른 물건도 많이 팔고있으니 제글 전체보기 눌러보셔서 다른물건이 필요한데글이 안올라왔으면 별도로 문의주시면됩니다 안올린것도있습니다 연락처  입니다 문자부탁드립니다 거래방법 전라북도 전주시 완산구 효자동 전라북도 경찰청 뒤  노스페이스 맞은편 디에떼프레소  오후2~6시  6시 이후에는미리 말씀하시면 물건가지고 따로 시간약속잡습니다직거래 또는 무조건 선불 택배거래입니다 안전거래 안합니다  주변이시면  전주권만 1만원 배송비추가 가져다드립니다 말도안되는 네고문의 말도안되는거리 가져다달라는 문의 안전거래 문의 답장하지않겠습니다결제방법 현금 매매계약서 필요하신분 써드립니다  계좌이체 카드결제 제가운영하는사업장,또는 인터넷결제  카드결제시 수수료본인부담 선택약정이뭔가요물어보시는분들이 계셔서 설명해드립니다 선택약정 가입하시면 현재 요금제에서 20% 추가 할인 됩니다  기존 요금제 약정과 무관하며, 다른 결합상품과도 중복할인 가능합니다 월 5만원 요금제만해도 1년이면 12만원 선택약정 할인 혜택 받으실 수 있습니다 중고 기계 구매후 해당 통신사 가셔서 해달라고 하시면 해줍니다  기계 상태 등급  s+급  정말 새것 같은상태 ,s급 기계본체는 새것이나 구성품이 없는경우 ,a+급전체적인상태 매우양호 한두군데 까짐현상 있는기계 ,a급구성품이 없거나 기계에스크레치가 조금있는경우 기계 상태 상세히 기제하니 참고하세요 모든 제품은 쓰고 계시는 유심칩 꼽아서 바로 사용할수있도록 되어있습니다  매입하기전 전부다 확인합니다 침수폰 도난폰 사설업체수리폰 절대 아닙니다 만약 이런경우 두배 환불 자세한 사진보고싶으신분들 제글 전체보기 눌러서 각각 올려논게 따로있으니 보시면됩니다물품명   아이폰 6색상  실버기가 16기가통신사 모든통신사 사용가능구성품 박스 아이폰본체리퍼만료가격 27만원상태 s급 잡티하나없습니다  ",iphone 6 16gb,789800,apple,103.05
2017-03-24  4 25 00 PM,270000.0,아이폰6 실버 64기가  아이폰6 실버 64기가  sk정상해지폰입니다  선택약정가능  ,iphone 6 64gb,924000,apple,95.96
2016-09-22  3 21 00 PM,270000.0,"아이폰6 화이트골드 64gb 액정파손폰 27만에 팝니다  
	                            직접거래
	                         아이폰6 64gb 화이트골드 상태는 사진과 동일하게 액정이 파손되었습니다 터치는 일부 가능하지만 저 상태에서 사용하기엔 무리가 있습니다 기기만 포함되어 있으며 문의사항은 연락처로 문자보내주십시오 가격은 27만원, 마지막으로 가격 낮춥니다  직거래는 어려울거같고 택배거래만 합니다 세이프유로 안전거래도 가능하지만 일반거래 선호합니다 ",iphone 6 64gb,924000,apple,103.05
2016-10-25  3 39 00 PM,270000.0,아이폰6_64gb 실버  저렴하게 팝니다  경기도 평택  택배도 가능 12개월 사용 침수x 분실폰x외부는 사진과같이 ■액정 살짝 파손■입니다 사진첨부 드렸습니다■내부 이상 하자 없음수리한적 없음■와이파이블루투스데이터인터넷카메라터치잔상통화 판매자가 확인하였으며 정상 구동됨※■ 판매자 추천 제품 입니다 외관상태 매우좋습니다 만 액정 살짝 금이가서 저렴하게 드려요■※거래시 택배거래 는 우체국 택배로 당일 배송해드리며 뽁뽁이 많이 첨부하여 안전하게 발송해드리며  택배비 판매자 부담 가능하면 ■직거래■ 희망합니다 직거래로 직접 판매자 인근 거주지로 오셔야하며택배거래시 택배비   판매자 부담  구성품 박스 없이 휴대폰 ■단품■ 입니다에눌  교환 불가능합니다 ■ 정상 해지 완료 ■■ 3사 통신사 사용가능 ■리퍼기간 종료된 제품이며 12개월 가량사용 문의시 중고나라   문자주세요~ ,iphone 6 64gb,924000,apple,103.05
2016-09-23  1 55 00 PM,270000.0,"아이폰6s 로드골드 64기가 고장폰팜 아이폰6s 로드골드 64기가 고장폰팜 아이폰6s 로드골드 64기가 고장폰입니다침수되어서 다른건 다 자연적으로 돌와왔는데 오로지 배터리 발열만 있는 폰입니다 전화, 카톡, 터치, 3d터치 다 됩니다  안되는거 없습니다 당연히 지금 공기계 이구요27만원에 팔아요 보험있으시면 보험처리해서 쓰셔도 됩니다 64기가 로즈골드 입니다 우체국택배이용 로 연락주세요 싸게 처리하는거라 에눌은 절대 안됩니다 ",iphone 6 64gb,924000,apple,103.05
2016-04-01  3 06 00 PM,270000.0,"아이폰6플러스 16기가 블랙 일본소프트뱅크 팝니다 
	                            직접거래
	                         중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제 거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명사진및 상세내용자 전 거 거래시 차대번호 필수  미 기재시 삭제처리 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다  일본소프트뱅크에서 2년약정으로구매한 아이폰6플러스 16기가 검은색 판매합니다 유학기간이끝나서 한국에들어온상태구요기스는 모서리부분이약간깨진상태구여 잔기스 2곳정도있구요 사진 보내달라고하시면 바로보내드리겠습니다 그냥 와이파이용으로 쓰실분만 구매해주시기바랍니다 내용물은 박스만있는상태입니다 그리고 이핸드폰은 락이걸려있는폰이기때문에 한국에서는 개통이 불가합니다  락해지를전문적으로해주는사이트가있는대 거기서문의해본결과 10만원에서15만원정도면 락이해지가능하다고합니다 이점참고해주시고 연락주세요 그리고 일본에서 쓰실분은 제가 한달치요금을 안낸상태기때문에 일본에서 쓰실분은 다른판매자 제품을 구매해주세요 그리고 락푸는사이트 알려달라고 하시면 바로 알려드리겠습니다 마지막으로 직거래는 수원역에서만 하겠습니다  택배 거래도 가능합니다  ",iphone 6 16gb,789800,apple,102.59
2016-04-01  7 35 00 PM,270000.0,"아이폰6플러스 16기가 블랙 일본소프트뱅크 팝니다 
	                            직접거래
	                         중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제 거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명사진및 상세내용자 전 거 거래시 차대번호 필수  미 기재시 삭제처리 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다  일본소프트뱅크에서 2년약정으로구매한 아이폰6플러스 16기가 검은색 판매합니다 유학기간이끝나서 한국에들어온상태구요기스는 모서리부분이약간깨진상태구여 잔기스 2곳정도있구요 사진 보내달라고하시면 바로보내드리겠습니다 그냥 와이파이용으로 쓰실분만 구매해주시기바랍니다 내용물은 박스만있는상태입니다 그리고 이핸드폰은 락이걸려있는폰이기때문에 한국에서는 개통이 불가합니다  락해지를전문적으로해주는사이트가있는대 거기서문의해본결과 10만원에서15만원정도면 락이해지가능하다고합니다 이점참고해주시고 연락주세요 그리고 일본에서 쓰실분은 제가 한달치요금을 안낸상태기때문에 일본에서 쓰실분은 다른판매자 제품을 구매해주세요 그리고 락푸는사이트 알려달라고 하시면 바로 알려드리겠습니다 마지막으로 직거래는 수원역에서만 하겠습니다  택배 거래도 가능합니다  ",iphone 6 16gb,789800,apple,102.59
