review,y
"일행이 조금.. 많이 늦었는데 서비스도 좋고 맛있었습니다.

다음에 또 갈게요~~",1
믿고가는 진대감,1
언제나 항상 맛있네요^^,1
고기가 맛있는 느낌은 아니지만 반찬이 진짜진짜 핵맛이에요!!!! 어떻게 먹으면 되는지 설명도 잘 해주셔서 맛있게 기분좋게 먹었어용,1
다른곳에 비해 서비스가 너무 엉망이네요. 다른곳도 바쁘긴 마찬가지인데 .. 진대감 기본적으로 맛있고 젛아하는데 교대점은 비추입니다.,0
뼈없는 국물 닭발과 치즈계란말이. 주먹밥의 조화~ 맛집이라 그런지 여성 그룹들이 많았음. 맵긴 했지만 보통으로 주문하면 먹을만함~ 네이버에서 예약했다고 하니 우린 예약안받는다고 해주시는 센스. 어차피 빈자리가 있어 그냥 앉긴 했는데 예약하고 갔는데 자리없다고 하면 좀 짜증날듯.,1
강남에서 모임잡을때 늘애용하는곳입니다,1
잘먹었습니다,1
"밑반찬도 깔끔하고 고기도 맛있어요.
무엇보다 고기가 맛이 좋았습니다.",1
깔끔하고 쾌적합니다. 예약하고가서 기다리지않고 바로 방으로 안내해주셨어요. 고기도 구워주시고 냄새도 거의안나는 듯합니다. 다음에또 이용할게요,1
조큼 비싸지만 맛있어요. 주차도 편하고요^^,1
가격은 매우 비싸지만 늘 맛잇다,1
"맛은 괜찮은데..
서비스, 안내, 의사소통 잘 안됨",0
개별룸에서 고기를 구워주니까 좋았습니다.,1
3번째 이용입니다! 손님이 너무 많네요. 목살이 조금 뻑뻑했습니다. 나머지는 다 좋았어요!,1
분위기 좋더라구요! 레스토랑 느낌~! 고기 완전 맛있어요,1
완전 맛있게 먹고왔어요ㅠㅠ 어제 밤에 먹었는데 배터지게 먹었어욬ㅋㅋ 고기 사진은 크게크게 보세요 차돌박이 장난아니게 맛있어영...ㅠㅠ 또가고싶다... 그리고 마지막에 후식으로 아이스크림 꼭 먹으세여 진짜 이때까지 먹어본 소프트콘중에 젤맛났어영,1
맛과 양 따라갈 곳 없다,1
네이버 예약하면 음료랑 된장찌개 무료라했는데 안주시더라구요..바빠서 그랬을거라 믿고.. 맛도 좋고 서비스도 좋아요 사람많으니 예약하시길!,1
"가성비 갑이에요!!! 진짜맛있어요 ㅠㅠ
벌써 세번째 방문입니단",1
가격대비 정말 맛있는 고기집입니다. 이번에 두명이서 다섯판인가 먹은것같네요ㅎㅎ 소고기생각날때마다 가는 곳 !,1
세번째 너무 맛있었다..  무한리필 세번왔음 말 다한거 소고기무한리필땡기면ㅊ무조검 여기,1
직원들도 친절하고 맛있게 잘먹었습니다!! 후식 아이스크림 진짜 짱맛!!,1
"고기가 물에서 숙성한다고 되어있는데
막상 나온건 얼어 있는 고기에요",0
맛있어요ㅋㅋ,1
지난 주와 지지난 주에 2주에 걸쳐 방문했어요. 소고기 너무 맛있잖아요ㅎㅎ맛있는 소고기를 무한리필로 먹을 수 있어서 좋았어요. 마지막에는 먹고 싶은 부위로 한번 더 리필해서 실속있게 먹었다는^^지인들도 여기에서 회식이나 모임해야겠다고 했답니다ㅋㅋ,1
"가격과 맛은 미슐랭, 전반적인 서비스는 그닥...특히 주차는 할말이 없습니다....",0
꼬냑등심 정말 정말 너무 맛있었습니다! 직원분들도 다들 너무 친절하셨고 덕분에 즐거운 크리스마스 이브였어요! 기회가 되면 또 갈려구요!,1
"친절들하셨고 음식 또한 괜찮은 맛이었어요^^
다음에느 꼬냑등심을 먼저 먹어야겠어요ㅎㅎ 그래서 잘 음미할수잇을꺼같네요ㅎㅎ",1
업무상 외국인 접대자리로 다녀왔습니다. 호주인2명과  점심특선으로 불고기정식을 먹었는데 특히 외국분들 만족도가 높았습니다.,1
항상.변하지.않는 맛.  가격은 좀 내렸으면 합니다.,1
전반적으로 만족합니다,1
"기대보다는 별로였습니다.
시그니쳐 매뉴인 꼬냑 등심을 주문했는데,
너무 고기가 연하기만해서 삶은 수육을 먹는 느낌이 들더군요~~엄청 느끼하고....
된장찌개도 너무 달아서 별로 였습니다.
같이 간 집사람은 분위기가 좋다고~~;;^^",0
"서비스 친절하시고,음식맛 정갈합니다. 십년전이나 지금이나 늘 한결같은 맛, 짙은 회색의 마소재 비치는 커튼과 창밖으로 보이는 대나무가 운치있습니다.",1
"서비스가 굉장히 친절했고, 2명이 조용하게 식사하고 싶어서 룸으로 예약했는데 룸 컨디션도 정말 좋았습니다. 나중에 부모님을 모시고 오고 싶을 정도로요! 뱀부정식을 먹었는데 모든 구성이 밸런스가 맞았고 딱 배부르게 먹을 수 있었습니다. 다음에 또 찾을 것 같아요!",1
"예약당일 미리 확인 전화주셔서 좋았구요,
전반적으로 만족합니다. ^^",1
"단체26명해서 갔는데 만족입니다.예전에 친구들이랑 먹으러갔었는데 우선분위기도 좋았고,맛도있어서
정기모임을 여기로 잡았는데,특히 여자분들이 너무 좋아하네요.가게가 그다지넓지않아,단체가 들어갈수있나했는데  문제없더군요. 맛있게 잘먹고 즐거운시간보냈습니다.감사합니다~",1
칭구들이랑 너므맛있게 먹었어요~고기 퀄리티 긋긋😘😍 사장님께서 신경써 구워주신 덕분에 더 맛있게 즐겼습니다ㅎㅎ소세지랑 콘치즈 떡볶이 등 사이드메뉴도 알차고 푸짐푸짐🙌💗💗💗분위기도 너므너므좋아요 재방문각입니댜,1
잘머것어여우타나나아아아,1
"이번에 첨으로 예약을 하고 방문했는데 함께간 친구들 모두 독특한 도심속의 캠핑 분위기덕에 너무 즐거웠다고 합니다.

직원분들도 친절하고 음식도 맛있었고요. 다음에 또 예약하고 방문 할 예정입니다. 감사합니다.^^",1
"친구들이랑 몇번째 방문인데 늘 만족합니당
푸짐한양 친절한 서비스 때문에 계속 오게 되는거 같아요 친구들이랑 행복한 기억만들어 줘서 감사합니당^^",1
도심속에서 캠핑분위기 즐기며 고기 먹기 좋았어요 소시지도 맛있었고 떡볶이탕도 달달하니 맛있어오 ㅎㅎ 담요랑 슬리퍼도 이써서 더 편하게 즐기다 왔네용,1
친구소개로 알게됐구요. 10명 남짓한 인원으로 생일파티했는데 여기 진짜 괜춘습니당 ㅎㅎ 음식도 다 맛있고 분위기 캠핑느낌 오지고 여러명이서 가기에 가성비도 좋아여ㅎㅎ 엄지척!!,1
"전반적 분위기 좋구요.
친절한 서비스 맘에 들었습니다.
그런데
별점 하나 뺀 이유는 등갈비가...계피향 넘 강하고 맛이 없어요ㅠㅠ
소세지 싫어해서 등갈비있는 메뉴로 주문했었는데.
삼겹. 목살을 진짜 맛있었습니다.
특히 서비스 라면은 완전 꼬들한게  엄지 척!
또 방문할 예정입니다~",1
"작정하고 이거저거 챙거 캠핑가기 어려운 요즘인데 캠핑 분위기 나는 여기서 맛있고 두툼한 목살+삼겹살, 소세지, 핫윙 등등 다양하게 먹게되어 넘나 좋았습니다.>v<",1
"고기만 먹는 것이 아니라 세트를 시키면 각종 소세지와 떡, 콘옥수수, 구운야채  그것도 모자라 탕(찌개)까지 맛볼 수 있는 점이 좋았고 무엇보다 진짜 캠핑 분위기로 먹는 재미가 너무 신기하기도 하고 기억에 남을 것 같습니다.도심속 일탈이랄까요?ㅎㅎ 좋은 시간이었습니다.",1
기대이하였음,0
"너무너무 맛있어요 
제주도에 온거 같은 느낌 추천합니당 ~~!",1
고기 질이나 서비스는 매우 만족! 좀 비싼 편이에요,1
"고기 맛있음.
초벌 구워오는 시간이 꽤 걸림.
생각보다 옷에 냄새가 안벰.
가격대는 조금 있는편.",1
"직원분들이 정말 친절하셨고 고기랑 냉면도 너무 맛있었어요!!
다만 된장찌개 맛이 좀 아쉬웠네요",1
"고기,찌개,파절이 어느하나 빠지는게 없이 너무 맛잇었어요! 오픈시간에 갓는데도 너무친절하시고 짱이였숩니다 번창하세유!",1
맛은 좋은데 시끄러워서 대화가 잘 안들렸어요,1
맛이랑 분위기 그레잇. 너무 캐쥬얼하지도 않고 부담도 너무 높지않고 조용하고  근데 구워서나오니까 좀 식는감이 있어요,1
맛있게 잘먹었어요~~^^,1
서비스는 괜찮은데 본질적으로 고기가 맛이 없어요ㅠㅠ,0
친절하고 정갈한 음식이 정말 맛있어서 오랜세월 자주 가게되는 음식점입니다.,1
"오호 ~ 싸인들이~~ 맛집 냄새가 난다.
다양한 오리를 먹을수있는 코스요리~  나오는 음식들이 다 정갈하고 깔끔했다. 그런데 소스에 살짝 찍어 먹는 서울덕 좋다 좋아. 왜 강남맛집인지 알겠다.  감사요",1
음식이 정갈한데 갑자기 와서 병 치우고 그런건 좀 그렇네요,1
점심 겸 회의겸 선택한 배나무골오리집~ 런치B를 추천해주셔서 기다리는 동안 수다삼매경~~코스가 나오면서 이미 회의는 물건너갔고 매의 눈으로 스캔하고 오향수육을 먹는데 눈이 번쩍..고소하고 부드러움에 반했답니다.  담에 식구들과 꼭 가려구요. 완전 존맛,1
불금에는 내 몸은 소중하니까 오리로 몸보신하자해서 선택한 배나무골오리집~ 역시 나의 선택은 옳았다.  가격은 있지만 오봉코스로 ...ㅎㅎ 맛난 오리들이 쭉쭉쭉 진짜 맛있다. 마무리는 보리굴비와 밥까지..완벽하게 마무리.  잘먹었습니다.,1
오리고기를 사랑하는 우리가족을 위해 간만에 디너코스 맛있게 먹었습니다. 오향수육 정말 끝내주고 밑반찬은 아줌마 입맛에 취향저격이었다는... 다음에 또 들릴게요~ 맛있는 오리고기 감쏴해요.,1
"서비스 좋고 음식도 맛나요.
다 좋은데.
잡채가 너무너무.....
다시 볶아서 나왔으면 100점일텐데.
아쉬워요~",1
요리 정말 맛있고 친절하세요. 위치나 주차 음식 모든게 상견례같이 격식있는 자리에 잘 어울리는 장소입니다.,1
"오향수육하고 서울덕 강추합니다👍🏻👍🏻  지인추천으로 방문했었는데요 느끼하지도 않고, 매장분위기도 고급져서 다음번에도 한 번 더 방문해봐야겠어요!!",1
직원분이 아주 친절하셨습니다,1
"맛은 괜찮았습니다.

고기를 직접 구워줘서 좋았습니다.

오후2시경 갔는데 샹그리아가 준비가 되어있지 않아서 맛을 못봐서 아쉬웠습니다.

3명이서 앉아서 세드로 세트를 시켰는데
테이블이 생각보다 작아서 먹는데 조금 불편했습니다.

벨이 따로 없어서 직원분들을 계속 불러야해서 조금 귀찮았습니다.

남자직원분이 바닥에 휴지를 주울때도 장갑낀채로 주웠고 고기 구울때 장갑을 교체하지 않은채로 해주셔서 조금 불편했습니다.

주말 오후시간대에 약간 한적해서 좋았습니다.

위생과 서비스 쪽은 개선이 필여할 것 같습니다.",0
매번 모임이 있을때 방문하는데 이베리코와 다른곳에서는 맛볼수 없는 소스들의 맛이 일품인 곳입니다. 서비스또한 직원들이 직접 고기도 구워주시고 친절해요,1
"생갈비랑 목살이 인기인데 생갈비가 진짜 맛있었어요! 와인하고 같이 먹는게 안어울릴 것 같았는데 정말 좋았네요 :)
인테리어도 가정집 같이 특이하고 모임장소로 좋은 것 같아요 예약하시면 웨이팅 없이 먹을 수 있어요 추천합니다",1
"정말 맛있었다. 생갈비살, 이베리코 목살 모두 훌륭했고 와인과도 잘 어울렸다.",1
"재방문한거였는데 넘넘 맛있어요
생갈비, 목살, 늑간살 어느 부위 하나 아쉬운 점 없었고 방울토마토 구워먹은건 신의한수bb 조만간 또 갈 거 같아요 ㅋㅋ",1
고기맛있고 충전기도 테이블에 붙어있고 친절하고 좋네요~ 담엔 샹그리아도 마셔보고 싶어요 다만 환기만 좀더 잘되면 좋겠어요,1
가격대비 맛이나 분위기 모두 최고였습니다. 무조건 강추!!,1
"생갈비와 목살,샹그리아와 비냉 맛있었어요.
또가려구요.",1
"생갈비랑 늑간살 주문해서 구워주셨는데 너무 맛있었습니다.
분위기 좋고 고기도 맛있고 와인도 고기랑 잘 어울려서 만족한 식사였습니다.",1
너무 만족한 식사였습니다,1
언제나 만족..친절한 서비스까지..,1
"회식 하시는분들이 많아서 조금 시끄러웠는데 심하진 않았어요 고기도 맛나고 아주 좋았어요^^ 차돌이라 역시 느끼했는데 명이 나물이랑 먹으니 완전  꿀맛! 
다 구워 주시고 너무 좋았습니다~",1
일단드셔보세요,1
다른점에서 맛있게먹고 또생각나서 갔었는데 체인점이라고해도 체인점마다 해주는사람에따라 맛이 틀리다는걸 알게되었네요. 호텔에서 가까워서 간건데 기본만먹고 다른점가서 다시 먹었어요.,0
"역시 맛집이라 정신없었지만
맛은 확실하네요~!",1
"맛있엏어요 또 갈게요.
볶음밥에 된장찌개 적셔먹으면.짱👍🏻👍🏻
비냉 핵짱짱맛",1
맛있게 잘 먹음!,1
너무맛있어요,1
제가 방문했을 때는 사람 없어서 그런지 여유롭게 잘 먹었습니다. 역시 맛있어요ㅎㅎㅎ,1
"맛있네요
나중에 삼합 구워주시던 남자분은 고기를 다 태우셔서 좀 불편,,, 홀보시는 이모님 스킬이 최고신듯",1
항상 만족합니다.,1
여기 소고기는 정말 맛있습니다,1
"정말 맛있게 잘 먹었습니다!
감사합니다.",1
"체인점 많이 생기기전부터 다닌 사람인데요.
고기가 예전같지 않은것 같아요
최근 1년 사이에 고기질이 좀 떨어지고,
장아찌 국수도 맛이 좀 변했어요. 
반찬도 미리 안만들고 막 해주셨는데.. 미리 해두신거처럼 말라고 나와서 좀 실망했어요 이번에는",0
"지금까지 이런 맛은 없었다.
고기 좋고 육사시미 국수 찌개 곤드레밥 전부 다 괜찮고, 콜키지 프리, 적립도 된다는 점~~!",1
"30분 넘게 기다렸는데 기다리길 잘했어요!!
고기도 고기지만 장아찌 국수와 곤드레밥도 별미네요^^ 직원분들도 친절하고 음식도 맛있고 매우 만족하며 돌아왔어요",1
소고기 진짜 맛있어요,1
맛있고 친절합니다.또갈께욧,1
벌써 세번째 방문인데 언제 먹어도 너무 맛잇구 바쁜시간에 가도 친절하셔서 조아욤 :),1
너무맛있었어용ㅋㅋ,1
유명한 이유가 있네요! 늦은 시각에도 사람 엄청 많아서 놀라고 맛에 두번 놀랐어요! 자꾸 생각나는 맛이에요!,1
"차돌, 관자에 뭘 얹어도 하나같이 찰떡궁합!
밥주정이 수긍되는 전참시 이영자 맛집",1
"직원분들이 엄청 친절하셨어요
처음 방문인데 직접 구워주시면서
먹는 방법 자세하게 설명해주셨는데
너무너무 맛있었습니다.
재방문하겠습니다. 감사해요!",1
"분위기도좋고 고기도맛있어요.
직원들도 친절합니다.",1
"블로그보고 예약해서 갔어요..
대부분 블로그는 광고가 많은데 여기 목살은 블로그에 나온것처럼 진짜 맛이있네요...감칠맛이랄까...ㅋㅋ
첨으로 먹어본 목살맛이었어요.,.
후회없는 선택이었습니다^^
강추!!!!",1
"목살이 부드러울수있다니 ㅠㅠ 퍽퍽한거 일도 없이 육즙가득 JMT
바람불어도 냉면을 포기할수는 없어요~",1
"정육왕 블로그 보고 왔는데
목살이 그렇게 맛있다고해서 먹었는데
먹어본 목살중에 제일 맛있고 부드럽습니다!!
추천드려요~",1
고기는 맛있습니다. 순환율이 굉장히 좋은 곳이라 예약하기엔 많이 부담스럽네요. 주문에 대한 압박이 끊임없이 옵니다. 대화하기에 조금 시끄러운 부분도 있구요.,0
한우 맛있었어요ㅎㅎㅎ,1
"구워주는 김일도 개존맛 ~ 
찍어먹을 것, 싸먹을 것 다양하게 줘서 좋구
고기만 먹어도 맛있구",1
"고기맛잇고, 초벌로 구워줘서 편합니다
그리고 소세지가 엄청 맛잇어요!ㅋㅋㅋㅋ",1
맛있었어요 다양한부위를 즐길수 있어요,1
"고기 진짜 맛 있네요
콜키지는 병당 1.5 - 2 입니다.",1
"맛이좋아 가성비 굳~~서비스는 글쎄~알바 분들은 서비스마인드 교육 필요할듯~시끄러운것도 단점~6명 예약했는데 4명 예약되어있고, 세심함도 떨어짐.",0
맛있게 먹었습니다,1
"저번에도 음식 너무 좋아서 또 예약하고 갔어요~ 
확실 히 네이버 예약 하고 가니깐 자리도 좋은 자리 주시고,, 다음에 또 모임있을떄 가야겠어요.
음식이랑 분위기는 좋은데.. 조금 시끄러워서... 언능 밥먹고 이야기는 다른데서 해야겠어요 ㅎㅎ",1
진짜 맛있어요,1
타  지점에 비해 직접 구워주지않는 메뉴도 있고 친절도도 많이 떨어짐,0
너무 맛있고 서비스도 좋았습니다,1
수제소세지 대존맛...,1
"역시 늘 가는 이유가 있는 집입니다.
고기도 잘 구워주시고 서비스도 좋고, 무엇보다 맛이 좋죠 : ) 
후식으로 먹은 청국장 진짜 맛있었어요.",1
서초동에서 이만한 가성비있는 삼겹살집이 있을까요? 늘 맛나게 먹고 오네요,1
"너무맛있고 친절하게 잘구워주셨어요~~다좋은데 예약하기힘들어서 별한개빼요ㅠ
예약몇번을못했다가 어제 드디어 다녀왔어요 ㅎㅎㅎ
수제소시지 진짜맛있어요~!!!!!",1
"김일도 사랑해요!
너무맛있잖아 ㅠㅠㅠㅠㅠㅠㅠㅠ",1
"고기 퀄리티가 좋아요ㅎㅎ
무엇보다 직원이 고기를 구워줘서 먹기편함!!
알려주는대로 특제소스에 고기를 찍어서 싸먹음 jmt👍🏻",1
"직원분들 친절하시고 
여러가지 조합으로 고기를 맛 볼 수 있어 아주 좋았어용! 너무 맛있어요 :D",1
"처음 하남집, 이층집에서 고기 먹었을 때 처럼 특이했고 맛있단 소리가 절로 나왔습니다~
쌈 채소는 없었지만 곁들여 먹을 각종 소스와 나물, 국물은 정말 맛있습니다.
아쉽다면 고기를 구워 주시는 분에 따라 굽기 정도가 달라 씹는 맛 자체가 달라집니다.
주문이 붐벼 바쁠 땐 불판의 고기가 방치되기도 하네요. ㅠㅠ(답답하면 알아서 하시길 ㅋ)
물론 이해할 수 있는 수준이지만 굳이 아쉬운 점을 찾자면 서비스입니다.
그럼에도 불구하고 저희는 유쾌한 회식 자리를 가졌답니다~!",1
"특수부위는 준비가 안됐다고 하셔서 김일도 한판으로 먹었는데 너무너무 맛있었어요. 주먹고기, 갈매기살, 삼겹살, 목살, 수제소세지 구성이었는데 고기들이 하나같이 두툼하고 부드러워서 육즙팡팡이었습니다. 소세지도 소스찍어 먹을 땐 몰랐는데 그냥 먹으니 양파맛이 많이 나면서 맛있었어요. 고기는 계속 구워주셔서 편하게 잘 먹었습니다. 사이드도 거의 종류별로 먹어봤는데, 불닭발 버터밥은 맛은 있지만 전혀 맵지 않았고, 속풀이개밥은 짭잘하게 생겼는데 먹어보면 전혀 안짜고 국물이 진했습니다. 저희 가족입에는 청양고추 하나 정도 더 들어가면 좋겠다 생각했어요. 냉면은 맛보기냉면이고, 맛은 쏘쏘인데 냉면이라기 보다는 막국수 같습니다. 저희 가족은 전체적으로 다 맛있게 먹었고, 동네라 자주 방문할 것 같아요👍",1
"진짜,,.너어어어무맛있었어요
된장라면개밥도 신선 ㅎㅎ",1
좋아요~ 평일인데도 사람이 많아서 예약안했으면 클날뻔...,1
"엄마랑 방문했습니다.
완전 잘 먹고 왔고요! 고기랑, 소금이랑도 잘 어울리고 그 외에 겉절이들도 다 멋있었어요!!

곤드레밥이랑 먹어도 최고!",1
고기가 진짜 부드럽고 맛있었어요. 장아찌 국수도 다른곳에서 먹어볼수 없는 특별한 맛. 다 만족이여,1
"원래 다니는 식당이에요
어제는 유독 고기 퀄리티가 더 좋아서 진짜 맛나게 먹었어요 
보통은 둘이가서 먹고픈거 다 못먹는데
어제는 셋이가서 육사시미서부터 고기는 물론 찌개에 짱아찌 국수까지 다 먹어서 더 만족햇어요 :)",1
오랜만에 제대로 맛있는 소고기를 먹었네요~,1
늘 믿고 먹는 곳이에요 진짜 존맛!!,1
"가까운곳에 고기좋은 칠백식당이 있어 좋아요 ^^
다른지점도 가봤는데 역시 믿고가는 식당입니다. 짱아찌국수 정말 최고에요 !!",1
친절하고맛있는 칠백식당,1
"한우전문점이라 그런지 고기가 정말 맛있더라구요^^
육사시미는 고소한 양념장에 콕 찍어먹고
한우모듬은 안창살. 갈비살. 살치살이 나와서
골라먹는 재미가 있어용ㅎㅎㅎ
후식으로 짱아찌국수랑 곤드레밥 완전 최고에요
후식만 따로 먹으러 가고플정도?ㅋㅋ",1
너무 맛있어요ㅎㅎ 콜키지프리라 와인 가져가서 먹었습니다. 고기도 신선하고 장아찌 국수와 궁합도 굿 ㅎㅎ 청결도 서비스까지 만족입니다 ㅎㅎ,1
cls친절하고 맜나요,1
clwswjf친젛하고 맛나요,1
친절하고 맜나요,1
친절하고 음식굿,0
너무 맛있고 친절하고 잘 구워주셔서 좋았습니다. 감사합니다.,1
좋음ㅇㅇㅇㅇㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ,1
맛있었어요. 조금만 더 친절하심 좋을것 같아요,1
가마골갈비와 송추갈비를 먹었는데 고기를 구울때 따로 꺼내놓으셔서 금방식었고 뼈 붙어있는 부위에서 고기비린내가 났습니다. 양념도 너무 짜고 고기도 질긴 편이었습니다. 서버들의 서빙도 익숙지 않고 매장이 전반적으로 어수선 했어요. 기대를 가지고 방문한건데 너무 실망스럽네요. 별 한개도 아깝습니다.,0
예약하고 가니 넘 편안하고 맛도 좋았어요 재방문의사 있습니다,1
스텝분도 친절하셨고  고기나 반찬이   깔끔하고 맛있었어요    친구와의 만남이 즐거웠습니다    다들 가족들과 재방문하겠다고 하네요~~  와인을 가져갔는데  서비스 잘 해주셔서 모임이 더욱 좋았습니다 감사합니다,1
분위기도 괜찮고 고기 퀄리티도 좋고 전반적으로 만족했어요. 아쉬운건 반찬 종류가 적었어요~,1
"고기가 너무너무 맛있었습니다
한우와 놀고온 기분이랄까? ㅎㅎ
맛난 한우김치찌게 정말 최고입니다
자주 찾아뵙겠습니다",1
오랜만에 생각나서 들려본 육덕등심! 간만에 가니 이모님도 반겨주시고 와인한병 서비스 받았네요...ㅋㅋㅋㅋ 올때마다 잘챙겨주셔서 정겨운느낌안고 옵니다. 오늘식사도 역시 맛있었구요. 역시 올때마다 만족하고 가는것같습니다. 또올게요~^^,1
맛있는 고기와 와인 마리아쥬 좋았습니다 뭉태기 못먹은게 아쉽네요,1
많이좋았습니다,0
"여긴 무조건 세트를 구입해야 하는게 있는데 그게 매우 악수인듯... 돈을 벌고자 하는 전략이 매우 노골적임. 맛은 나쁘진 않으나, 돈 많이 쓸 생각하고 와야 할듯..",0
안심이 진짜 부드러워요,1
"메뉴판좀 보고 주문하려는데,
자꾸 안심등심 세트를 팔려는 강매 전략.
메뉴판좀 보구 말씀드릴께요를 5번은 말한듯.
뭐하시는거죠?",0
"서비스와 고기의 품질이 좋았고
코키지 프리여서 더 만족했습니다",1
맛있어요!,1
가격대비 양이 많지는 않지만 맛은 있습니다,1
독특하고 레트로한 맛집. 스웨 풍만...의자마저 맘에 들어요.,1
너무맛있었네요..특히 그 노른자 화채ㅠㅠ,1
값 싸고 즐겁게,1
고기도 괜찮고 반찬도 맛있었어요 집이랑 가까우면 단골할거같아요^^,1
"삼겹살도 맛있는데 파채 양념이 넘 맛있어서
자꾸생각나는 맛이에요
청국장도 넘 맛있음!!",1
맛있습니다!,1
"맛도 맛이지만 분위기도 너무 좋았어요!
다음에 또 방문할 예정입니댜~",1
"너무맛있어요...
냉동삼겹살 집에서 어렸을때 먹었던 기억나서 좋구
맛도 훌륭해용!!

들어가는 순간부터 냄새가 확...ㅋㅋㅋ
직원분들도 친절하시고 삼겹살도 너무 맛잇고 ㅎㅎ

담주에도 바로 예약 추가했어요",1
맛있게 잘 먹었어요^^,1
역시 돼지고기는 하남돼지집이다!! 먹는 내내 행복을 느낄 수 있는 맛이었어요!! 완전 강추!! 또 갈래요!!,1
맛있어요.,1
"직원분들 다 너무 친절하시고
고기 잘 못 구워서 하남돼지집으로 간건데
정말 맛있게 구워주시고, 맛있게 먹는 팁도 알려주시고, 계속 신경써주셔서 감사했습니다. 진짜 맛있고 행복하게 잘 먹었습니다.",1
맛있었습니다 자리도좋은데 잡아주셔서 좋았습니다,1
마시씀 인정,1
친절하고 맛있습니다,1
너무 친절하고 좋아써요,1
맛있고 깔끔합니다,1
1년만에 재방문이었는데 여전히 친절하게 잘 대해주셨어요.  고기도 맛이있었습니다.,1
"하남돼지집 즐겨 찾는 1인으로서...
어제의 논현직영점은 감동이였습니다.
친구가 먼저 도착했는데..제가 도착하자마자 하는 말이 여기 직원분들 친절하시다...였습니다.
정말...친절하시더라구요...ㅎㅎ
고기 맛도 정말 최고였구요~!!
추가 시켜서 더 먹긴 했지만....또 추가를 시키고 싶었을정도~!!
직원분이 추천해주신 와사비+명이나물의 조합은.....정말 최고였습니다.
다음에 또 방문할께요~!!! ^^",1
고기는 맛있는데 다른음식이 내입맛에는 조금 짠듯...,1
넘넘 맛있구 완젼 친절하시구요 담에 또갈예정이에요 감사함니다!,1
언제나 맛난곳,1
여러모로 만족합니다,1
여기 맛있어요!  딴 것보다 서빙하시는 분들 넘 친절하셔서 또 가고 싶을 정도 ㅎㅎ,1
맛은 그럭저럭이었지만 서비스가 매우 친절해서 좋았습니다.,0
직원분들도 친절하시고 맛도 좋아요:-),1
"맛있어요~~
좌석도 많구
맛, 친절도, 위생 모두다 굿굿!! 만족했어요",1
맛있습니다,1
"처음 가보는 곳이었는데, 1,2층으로 사람들이 많이 있는 식당이었습니다.  방으로 부탁 드렸더니, 2층에 방으로 배정해 주셔서 조용히 식사할 수 있었어요.

고기도 좋고, 직원분들이 구워주셔서 맛있게 먹고 왔습니다.  소규모 모임이시라면 좋은장소로 추천 드립니다~",1
"맛있는 고기 잘 먹었습니다. 
점장님 이벤트도 즐거웠습니다. 
서비스 최고였어요!",1
"고기도 맛있고, 잘 구워주셔서 좋은 모임 하였습니다 ㅎㅎ",1
"맛있었어요
직원분 서비스도 좋고..^^
네이버 예약으로 주신 서비스 돼지껍데기는 정말 기대하지않았었는데 너무 맛있었습니다.
먹느라 정신없어서 사진을 깜빡했네요^;; 재방문의사 10000%입니닷!",1
거리도 가깝고 괜찮았습니다,1
"제주 흑돼지 진짜  맛있어요.
장소도 넓고  2층에는 룸도 있어서
모임장소로도  좋아요.
물론 교통도 좋구요.",1
"고기도 맛있고 서비스도 좋았습니다!!
하지만 너~~~무 시끄러웠습니다!!",1
정말맛있고 서비스많이주시고 진짜최고에요,1
고기도 신경써서 잘 구워주시구 서비스 껍데기도 완전 감동~^^다음에 또 오고 싶네요,1
"너무 맛있었어요 
여자 4명이서 급하게 닭도리탕세트와 베이컨감자전에 주먹밥까지 가득시키고 소주한명에 입가심! ㅋㅋㅋㅋㅋ 좋아요💋",1
"첫번째 직원들 정말 밝고 친절하네요~~^^ 일단 그거면 말 다했다고 봅니다~~!!!!!! 
그런데 닭도리탕 맛이......정말 기가 막히네요~~~!!!!!!!!!!!!!!!!!!!! 먹느라 사진도 못찍었어요......ㅠㅠ 강추 강추~~~!!! 
다음엔 꽃도리탕 먹으러 갈게요~~~!!!!!!",1
매콤달콤 넘넘 맛잇어요:)  다음엔 한 잔 하러 가야겠어요!! 추천합니다앙~~~,1
"꽃도리탕(중)세트랑 참치마요주먹밥 먹었어용ㅋㅋㅋ1단계여도 꽤 매웠고 참치마요주먹밥 진챠 존맛탱!!!!!모듬튀김도 완전바삭해요 강추!!!!!
한달에 한번씩 가려고요 ㅎㅎㅎ
이벤트 기다리겠숩니당>.<",1
가격에 비해 닭이 조금 들어있는건 아쉬웠지만 양념과 튀김 사리는 맛있었어요!! 중독적인 매운맛 좋아요~ㅎㅎ,1
언제나 맛 있는 !! 닭도리~ 음식도 맛나 직원분들도 친절!! 또 방문하겠습니당,1
"푸짐하고 맛있게 잘 먹고 왔어요~ 
국물이 정말 진한 것 같아요~!
손님이 많아서 바쁜 주말인데도 친절하게 대해주셔서 감사해요. 
다음에 또 갈게요!",1
